=== 최종 100% 달성을 위한 점검 리스트 (총 450건) ===
이 리스트가 0건이 될 때까지 로직을 수정해야 합니다.

[의미밀림 의심] ID: koa_10005024_001 | s_id: 2 | 비율: 0.18
[의미밀림 의심] ID: kua_12610019_001 | s_id: 1 | 비율: 40.60
[의미밀림 의심] ID: kua_12612010_001 | s_id: 1 | 비율: 21.50
[의미밀림 의심] ID: kua_12705001_002 | s_id: 1 | 비율: 87.70
[의미밀림 의심] ID: kua_12801013_001 | s_id: 1 | 비율: 205.43
[의미밀림 의심] ID: kua_12802010_002 | s_id: 1 | 비율: 26.80
[의미밀림 의심] ID: kua_12910029_003 | s_id: 1 | 비율: 0.19
[의미밀림 의심] ID: kua_13003003_001 | s_id: 3 | 비율: 15.56
[의미밀림 의심] ID: kua_13005010_002 | s_id: 1 | 비율: 53.73
[의미밀림 의심] ID: kua_13011004_002 | s_id: 1 | 비율: 33.37
[의미밀림 의심] ID: kua_13012025_003 | s_id: 1 | 비율: 22.42
[의미밀림 의심] ID: kua_13106002_001 | s_id: 2 | 비율: 0.07
[의미밀림 의심] ID: kua_13106018_001 | s_id: 1 | 비율: 15.72
[의미밀림 의심] ID: kua_13112013_001 | s_id: 1 | 비율: 204.03
[의미밀림 의심] ID: kua_13202018_003 | s_id: 1 | 비율: 22.44
[의미밀림 의심] ID: kua_13203005_003 | s_id: 1 | 비율: 25.43
[의미밀림 의심] ID: kua_13204014_001 | s_id: 1 | 비율: 207.37
[의미밀림 의심] ID: kua_13204024_002 | s_id: 1 | 비율: 27.27
[의미밀림 의심] ID: kua_13209101_002 | s_id: 1 | 비율: 15.73
[의미밀림 의심] ID: kua_13303012_003 | s_id: 1 | 비율: 69.80
[의미밀림 의심] ID: kua_13307027_001 | s_id: 1 | 비율: 43.35
[의미밀림 의심] ID: kua_13309030_004 | s_id: 4 | 비율: 19.67
[의미밀림 의심] ID: kua_13311001_002 | s_id: 1 | 비율: 35.12
[의미밀림 의심] ID: kua_13402028_004 | s_id: 1 | 비율: 33.57
[의미밀림 의심] ID: kua_13407011_001 | s_id: 1 | 비율: 23.65
[의미밀림 의심] ID: kua_13411022_002 | s_id: 1 | 비율: 34.87
[의미밀림 의심] ID: kua_13510028_003 | s_id: 2 | 비율: 0.06
[의미밀림 의심] ID: kua_13601015_001 | s_id: 6 | 비율: 0.18
[의미밀림 의심] ID: kua_13612021_001 | s_id: 2 | 비율: 15.67
[의미밀림 의심] ID: kua_13804023_001 | s_id: 2 | 비율: 19.09
[의미밀림 의심] ID: kua_13807013_001 | s_id: 2 | 비율: 0.08
[의미밀림 의심] ID: kua_13810008_001 | s_id: 1 | 비율: 0.20
[의미밀림 의심] ID: kua_13912025_003 | s_id: 2 | 비율: 0.09
[의미밀림 의심] ID: kua_14009017_001 | s_id: 2 | 비율: 0.08
[의미밀림 의심] ID: kua_14012029_003 | s_id: 2 | 비율: 0.17
[의미밀림 의심] ID: kua_14103022_002 | s_id: 2 | 비율: 0.08
[의미밀림 의심] ID: kua_14205008_002 | s_id: 2 | 비율: 0.08
[의미밀림 의심] ID: kua_14409012_001 | s_id: 1 | 비율: 0.16
[의미밀림 의심] ID: kua_14704027_001 | s_id: 2 | 비율: 15.06
[의미밀림 의심] ID: kua_14707011_004 | s_id: 2 | 비율: 0.13
[의미밀림 의심] ID: kua_14801009_001 | s_id: 1 | 비율: 26.46
[의미밀림 의심] ID: kua_14803020_002 | s_id: 1 | 비율: 22.44
[의미밀림 의심] ID: kua_14807002_001 | s_id: 1 | 비율: 38.50
[의미밀림 의심] ID: kua_15007015_002 | s_id: 2 | 비율: 0.15
[의미밀림 의심] ID: kua_15012017_002 | s_id: 1 | 비율: 20.29
[의미밀림 의심] ID: kua_15103004_002 | s_id: 1 | 비율: 15.52
[의미밀림 의심] ID: kua_15107012_002 | s_id: 1 | 비율: 19.46
[의미밀림 의심] ID: kua_15107012_002 | s_id: 2 | 비율: 0.09
[의미밀림 의심] ID: kua_15111030_004 | s_id: 5 | 비율: 0.07
[의미밀림 의심] ID: kua_15111030_004 | s_id: 6 | 비율: 0.19
[의미밀림 의심] ID: kua_15111030_004 | s_id: 10 | 비율: 19.08
[의미밀림 의심] ID: kua_15112014_001 | s_id: 1 | 비율: 18.46
[의미밀림 의심] ID: kua_15201005_002 | s_id: 1 | 비율: 16.50
[의미밀림 의심] ID: kva_10005011_001 | s_id: 1 | 비율: 138.47
[의미밀림 의심] ID: kva_10005011_005 | s_id: 2 | 비율: 16.75
[의미밀림 의심] ID: kva_10006013_002 | s_id: 1 | 비율: 163.61
[의미밀림 의심] ID: kva_10007024_001 | s_id: 1 | 비율: 16.51
[의미밀림 의심] ID: kva_10101022_002 | s_id: 1 | 비율: 15.93
[의미밀림 의심] ID: kva_10201024_001 | s_id: 1 | 비율: 72.00
[의미밀림 의심] ID: kva_10203015_005 | s_id: 1 | 비율: 75.66
[의미밀림 의심] ID: kva_10208013_002 | s_id: 1 | 비율: 33.11
[의미밀림 의심] ID: kva_10302014_001 | s_id: 2 | 비율: 0.15
[의미밀림 의심] ID: kva_10308007_003 | s_id: 1 | 비율: 0.11
[의미밀림 의심] ID: kva_10407027_004 | s_id: 1 | 비율: 18.60
[의미밀림 의심] ID: kva_10410001_005 | s_id: 1 | 비율: 108.35
[의미밀림 의심] ID: kva_10502007_002 | s_id: 1 | 비율: 87.04
[의미밀림 의심] ID: kva_10604005_002 | s_id: 2 | 비율: 17.00
[의미밀림 의심] ID: kva_10706026_004 | s_id: 3 | 비율: 16.00
[의미밀림 의심] ID: kva_10707004_006 | s_id: 1 | 비율: 17.19
[의미밀림 의심] ID: kva_10711016_002 | s_id: 1 | 비율: 0.18
[의미밀림 의심] ID: kva_10806008_002 | s_id: 1 | 비율: 21.79
[의미밀림 의심] ID: kva_10807004_001 | s_id: 1 | 비율: 16.12
[의미밀림 의심] ID: kva_10809012_001 | s_id: 6 | 비율: 17.00
[의미밀림 의심] ID: kva_10810008_002 | s_id: 1 | 비율: 15.06
[의미밀림 의심] ID: kva_10812005_001 | s_id: 1 | 비율: 15.61
[의미밀림 의심] ID: kva_10902023_001 | s_id: 1 | 비율: 0.13
[의미밀림 의심] ID: kva_10903022_001 | s_id: 1 | 비율: 30.16
[의미밀림 의심] ID: kva_11003024_001 | s_id: 1 | 비율: 15.06
[의미밀림 의심] ID: kva_11004022_002 | s_id: 2 | 비율: 19.43
[의미밀림 의심] ID: kva_11006012_002 | s_id: 1 | 비율: 18.14
[의미밀림 의심] ID: kva_11006021_002 | s_id: 1 | 비율: 17.00
[의미밀림 의심] ID: kva_11009011_005 | s_id: 1 | 비율: 18.40
[의미밀림 의심] ID: kva_11104002_004 | s_id: 1 | 비율: 15.39
[의미밀림 의심] ID: kva_11104019_004 | s_id: 5 | 비율: 16.08
[의미밀림 의심] ID: kva_11111023_001 | s_id: 1 | 비율: 40.82
[의미밀림 의심] ID: kva_11206009_002 | s_id: 3 | 비율: 16.00
[의미밀림 의심] ID: kva_11307011_001 | s_id: 1 | 비율: 19.36
[의미밀림 의심] ID: kva_11308028_001 | s_id: 2 | 비율: 19.46
[의미밀림 의심] ID: kva_11310002_005 | s_id: 2 | 비율: 17.22
[의미밀림 의심] ID: kva_11401018_001 | s_id: 1 | 비율: 15.41
[의미밀림 의심] ID: kva_11502021_001 | s_id: 1 | 비율: 0.16
[의미밀림 의심] ID: kva_11502021_001 | s_id: 2 | 비율: 19.09
[의미밀림 의심] ID: kva_11605005_001 | s_id: 1 | 비율: 17.72
[의미밀림 의심] ID: kva_11701029_002 | s_id: 1 | 비율: 15.54
[의미밀림 의심] ID: kva_11704023_002 | s_id: 1 | 비율: 25.09
[의미밀림 의심] ID: kva_11709029_003 | s_id: 1 | 비율: 129.83
[의미밀림 의심] ID: kva_11803006_002 | s_id: 1 | 비율: 30.18
[의미밀림 의심] ID: kva_11804011_006 | s_id: 2 | 비율: 17.72
[의미밀림 의심] ID: kva_11807023_004 | s_id: 1 | 비율: 15.76
[의미밀림 의심] ID: kva_11811004_003 | s_id: 1 | 비율: 63.48
[의미밀림 의심] ID: kva_11811027_002 | s_id: 1 | 비율: 17.24
[의미밀림 의심] ID: kva_11911028_001 | s_id: 1 | 비율: 35.55
[의미밀림 의심] ID: kva_12001001_004 | s_id: 1 | 비율: 27.35
[의미밀림 의심] ID: kva_12002013_001 | s_id: 1 | 비율: 0.11
[의미밀림 의심] ID: kva_12002019_002 | s_id: 1 | 비율: 17.72
[의미밀림 의심] ID: kva_12003026_007 | s_id: 1 | 비율: 26.13
[의미밀림 의심] ID: kva_12007009_001 | s_id: 1 | 비율: 26.35
[의미밀림 의심] ID: kva_12007013_001 | s_id: 2 | 비율: 19.44
[의미밀림 의심] ID: kva_12305009_001 | s_id: 3 | 비율: 18.69
[의미밀림 의심] ID: kva_12312020_002 | s_id: 1 | 비율: 57.00
